title,price,rating_average,total_reviews,permalink
Tarjeta Esp32 S3 Uno Wifi N16r8 Devkitc Compatible Arduino,9900.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2110483876-tarjeta-esp32-s3-uno-wifi-n16r8-devkitc-compatible-arduino-_JM#polycard_client=search-nordic&position=33&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Esp32 S3 Zero Modulo Wifi Bluetooth Mini Tarjeta Desarrollo,9990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2602824696-esp32-s3-zero-modulo-wifi-bluetooth-mini-tarjeta-desarrollo-_JM#polycard_client=search-nordic&position=34&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
"Placa De Desarrollo Esp32-s3, Pantalla Lcd De 1,14 Pulgadas,",675.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1537525409-placa-de-desarrollo-esp32-s3-pantalla-lcd-de-114-pulgadas-_JM#polycard_client=search-nordic&position=35&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Módulo M5stamp Esp32s3 Stamps3 Control Principal Integrado C,135.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1537893873-modulo-m5stamp-esp32s3-stamps3-control-principal-integrado-c-_JM#polycard_client=search-nordic&position=36&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Placa De Desarrollo De Pantalla Táctil Capacitiva Esp32-s3 D,28657.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-7-inch-capacitive-touch-display-development-board-w/p/MCO2008608329#polycard_client=search-nordic&searchVariation=MCO2008608329&position=11&search_layout=stack&type=product&tracking_id=693d0072-c232-413e-927e-e16f43917807&wid=MCO1542364361&sid=search
Placa De Desarrollo Esp32-s3 Wroom N16r8 Wifi,6684.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-wroom-n16r8-development-boardwifi/p/MCO2009127326#polycard_client=search-nordic&searchVariation=MCO2009127326&position=12&search_layout=stack&type=product&tracking_id=693d0072-c232-413e-927e-e16f43917807&wid=MCO1543807789&sid=search
V1.0 Sin Clavija De Soldadura Táctil - Lilygo T-display-s3,65090.0,0.0,0,https://www.mercadolibre.com.co/touch-welding-pin-lilygo-t-display-s3-esp32-s3-191-amoled/p/MCO2009040451#polycard_client=search-nordic&searchVariation=MCO2009040451&position=13&search_layout=stack&type=product&tracking_id=693d0072-c232-413e-927e-e16f43917807&wid=MCO1544768083&sid=search
V1.0 Sin Pantalla Táctil - Lilygo T-display-s3 Esp32-s3 1.91,62512.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1544858585-v10-sin-pantalla-tactil-lilygo-t-display-s3-esp32-s3-191-_JM#polycard_client=search-nordic&position=37&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807&wid=MCO1544858585&sid=search
Versión Táctil: Lilygo T-display-s3 Esp32-s3 1.91 Amoled Dev,80805.0,0.0,0,https://www.mercadolibre.com.co/v10-without-touch-lilygo-t-display-s3-esp32-s3-191/p/MCO2009040361#polycard_client=search-nordic&searchVariation=MCO2009040361&position=14&search_layout=stack&type=product&tracking_id=693d0072-c232-413e-927e-e16f43917807&wid=MCO1544923219&sid=search
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Ner,4894.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1545104887-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-ner-_JM#polycard_client=search-nordic&position=38&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Nerd,279.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2804841060-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-nerd-_JM#polycard_client=search-nordic&position=39&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Nerd,3148.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2804900840-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-nerd-_JM#polycard_client=search-nordic&position=40&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
"Placa De Desarrollo De Pantalla Lcd Esp32-s3 De 1,47 Pulgada",6518.0,0.0,0,https://www.mercadolibre.com.co/esp32-s3-147-inch-lcd-display-development-board-board-rg/p/MCO2006518040#polycard_client=search-nordic&searchVariation=MCO2006518040&position=15&search_layout=stack&type=product&tracking_id=693d0072-c232-413e-927e-e16f43917807&wid=MCO2806486810&sid=search
Placa De Desarrollo De Dongle T-dongle-s3 Esp32-s3 Para Nerd,7721.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2806488582-placa-de-desarrollo-de-dongle-t-dongle-s3-esp32-s3-para-nerd-_JM#polycard_client=search-nordic&position=41&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
V2.0 Sin Pantalla Táctil - Lilygo T-display-s3 Esp32-s3 1.91,59311.0,0.0,0,https://www.mercadolibre.com.co/touch-black-case-version-lilygo-t-display-s3-esp32-s3-191/p/MCO2009040667#polycard_client=search-nordic&searchVariation=MCO2009040667&position=3&search_layout=stack&type=product&tracking_id=693d0072-c232-413e-927e-e16f43917807&wid=MCO2820088116&sid=search
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,45285.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2690419934-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=42&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,44965.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2243558792-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=43&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,27675.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2301158862-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=44&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Placa De Desarrollo Esp32-s3 Con Matriz Led Rgb Y Sensor Qmi,25990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2790986074-placa-de-desarrollo-esp32-s3-con-matriz-led-rgb-y-sensor-qmi-_JM#polycard_client=search-nordic&position=45&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,28952.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2684855088-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=46&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
"Arduino Nano Esp32-s3 Usb-c, Wi-fi Y Bluetooth Compatible",63990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1527216057-arduino-nano-esp32-s3-usb-c-wi-fi-y-bluetooth-compatible-_JM#polycard_client=search-nordic&position=47&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,22548.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2759537092-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=48&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,27876.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2790826248-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=49&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,28899.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2316667316-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=50&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Placa De Desarrollo Esp32-s3 Con Pantalla Táctil De 7 PuLG.,27990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2595618004-placa-de-desarrollo-esp32-s3-con-pantalla-tactil-de-7-pulg-_JM#polycard_client=search-nordic&position=51&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
"Arduino Nano Esp32-s3 Usb-c Wi-fi, Bluetooth Y Hid",75990.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1527280291-arduino-nano-esp32-s3-usb-c-wi-fi-bluetooth-y-hid-_JM#polycard_client=search-nordic&position=52&search_layout=stack&type=item&tracking_id=693d0072-c232-413e-927e-e16f43917807
Tarjeta De Desarrollo Esp32-s3 N16r8,4000.0,4.7,16,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=PkbueuD7BE0vv801kLtVgOXpiZQrV1eRoIvaiuFF3ZwGF3kDPNE%2BZRAbyuzaJyS5CN9lbXwIQRxkzxTh%2Bk%2BsGFd3LLAds0oxztUX%2B4s5Q5YHJ4O6WcX03E5bvOnx0%2B%2BlgZI6cg5avE%2B5tuxrq%2F5TqurYX9m87bLBU3xdx51Yj1Ec11%2Bf1zM74WVI6ZkYi3%2BBNXQIEK%2Bi4ogIMn70AauK8sYumCP2EXiFqdWSuQeo2SGlHYr2vsM6Y1gHhQcoHdvUyXfYKGcGuzqixbf836C1Y2GGsIcBxA0wDGlEt3MmZ%2BIhWI9LV%2BQgOHtdNChl1RJD4gPj%2BmBDZ8zpJlR1oINzqSGAo2jO4N%2FoSygGzX2DyHnAHowZpGgKWH%2BlQXN541A8UJ8K1Mx1UpJ3BycuM1j4DcyQFQReoCdjcGVDlEAA%2BPPBKTCcsfGt1UQqOMojZo4hHniY7TrPRimHphXZDyVL7WusW%2FoBmFggfWRW46WCrPZDKDDvjY560ZwbpCMYvM%2FPDrUapFv%2B4b4BS0C98XCBXIDuFZNAgdNWibJC7APo90Yq%2B1Wds26HU4xaJHiFfNtF3MViBRXl0NmLCCDJnCuynodfv2fBw0L5xKw9HlbeOdXtLwTDFgdKFIBk%2B2Sru7dto8OJ%2F8mQO3O9%2FtSdmPHiNCM2PjBWSLF18KC8pZVXcDxLb%2Bh9vjVapcdN3m0LpUydv%2FVo3iDPDooGxua7npkklP2dXUGlw0MV1J4P6GwCogfXRWnUx5nWV2%2BPzUQ%3D&rb=x#polycard_client=search-nordic&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
Tarjera Esp32-cam Wifi Bluetooth Ov2640,5000.0,4.5,17,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=xnbTjIN5HtV6qKBY8nFeKnOfvEq35pEu%2FE0gf2Z2BcI8V6xfaCMznojtOOLSvfGRspmkizWWYgDX07rtWbQWKFDiQQpRc%2FOvlLKvRR1WlP4cB8yJCObRWpRybf2f0xW08gq38q3tCujVzztHLcmyPbANhqLwnRgf3yU8IQTvBNE33VyWFlFy1yj4GOTdALKMxfeHsLp0LOKRljGLsJYm1lFnfHf%2FdRoeI7AtcsqntByGHQcP3YWPlzBgCW%2BaSW81mr5BLZsA%2B9WJeTxUrpm5RXmMNz6Kt69PPiFWk869TPOLTImubKCYmw0Mc86nHB8Iy0B%2Fe4YKJjWdbDKs640O3pFz73M57Mp9pM29QTHJgQOmz2xhVv%2B5NXNEUEqjSuTSRf04gY9SMucYUzn8JuyYgzoWK9qWrxgpHqt6PgGIMo8OW3KmVbmoqcreymOcivD%2FnmmU2C2iRdUxT6U876V7SxnZWZUxU3uT9MvkwL%2BATU88J2cxoS5HXVfDlXt4RoPlJAf7fWUnEsUdftzQj139VQW0HG3SqvadPWQ%2FxWlGLogYWvwtRByqjOLyWBKPbRbX31sQHBZxl4yURnQAb%2BpjAyChrHhnYQEj%2FWnWQv0s7Fy8qQcmaxy3tQ%2FZRZB9k0iivld3Pv9Di7KP1iT%2BL3zJ9JOjA9HStOP4cQ3Scsss7MvwhZiYRqrFFmScJQ%2FuVIeqJDZfjZFwpvE64UEwc%2BIOXEDHOLCymZ0W9D0TpOv7l7fH7IDNWAOWqtZDPRg%3D&rb=x#polycard_client=search-nordic&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
Esp32-s3-wroom-1u N8r2 Módulo Wifi Bluetooth 5.0 Esp32 S3,9990.0,4.0,1,https://articulo.mercadolibre.com.co/MCO-1257507337-esp32-s3-wroom-1u-n8r2-modulo-wifi-bluetooth-50-esp32-s3-_JM#polycard_client=search-nordic&position=3&search_layout=stack&type=item&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
Esp32-s3-wroom-1u N8r2 Módulo Wifi Bluetooth 5.0 Esp32 S3,7799.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1257520195-esp32-s3-wroom-1u-n8r2-modulo-wifi-bluetooth-50-esp32-s3-_JM#polycard_client=search-nordic&position=4&search_layout=stack&type=item&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,45074.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1530987645-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=5&search_layout=stack&type=item&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,41081.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1415848033-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=6&search_layout=stack&type=item&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
Esp32-s3 Wroom-32 Módulo Wi-fi Y Bluetooth 46 Pines N16r8,1000.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2813082970-esp32-s3-wroom-32-modulo-wi-fi-y-bluetooth-46-pines-n16r8-_JM#polycard_client=search-nordic&position=7&search_layout=stack&type=item&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
2pcs Esp32 Esp32-s3 Wifi+bluetooth Internet De Las Cosas Dua,54517.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-2765735100-2pcs-esp32-esp32-s3-wifibluetooth-internet-de-las-cosas-dua-_JM#polycard_client=search-nordic&position=8&search_layout=stack&type=item&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
Arduino Uno R4 Wifi [abx00087] - Renesas Ra4m1 / Esp32-s3 -,14900.0,0.0,0,https://articulo.mercadolibre.com.co/MCO-1443811449-arduino-uno-r4-wifi-abx00087-renesas-ra4m1-esp32-s3--_JM#polycard_client=search-nordic&position=9&search_layout=stack&type=item&tracking_id=23f33f24-b3e8-478a-a125-8c815821d2ae
